airport,time,count
KSTL,1.401944,0.3
KABQ,1.418611,0.7
KATL,1.418611,1.3
KBNA,1.418611,0.5
KBOS,1.418611,0.3
KCID,1.418611,0.3
KCLE,1.418611,0.5
KCLT,1.418611,1.5
KDAL,1.418611,0.7
KDCA,1.418611,0.3
KDEN,1.418611,0.3
KDFW,1.418611,1.3
KDTW,1.418611,0.3
KELP,1.418611,0.5
KIAD,1.418611,1.4
KIAH,1.418611,1.5
KJFK,1.418611,0.2
KLAX,1.418611,0.3
KLGA,1.418611,0.7
KLIT,1.418611,0.5
KMEM,1.418611,0.3
KMIA,1.418611,1.5
KMKE,1.418611,0.5
KORD,1.418611,1.1
KPHL,1.418611,0.7
KPHX,1.418611,0.6
KPSP,1.418611,0.3
KSAN,1.418611,0.3
KSEA,1.418611,1.0
KSFO,1.418611,1.6
KSJC,1.418611,0.5
KSLC,1.418611,0.5
KSMF,1.418611,0.3
KSTL,1.418611,0.5
KATL,1.435278,2.0
KBUR,1.435278,0.3
KBWI,1.435278,0.3
KCID,1.435278,0.2
KCLE,1.435278,0.3
KCLT,1.435278,0.2
KDAL,1.435278,0.3
KDEN,1.435278,0.8
KDFW,1.435278,1.2
KEWR,1.435278,0.2
KFLL,1.435278,0.2
KIAD,1.435278,0.3
KIAH,1.435278,1.0
KJFK,1.435278,0.6
KLAX,1.435278,0.5
KLGA,1.435278,0.5
KMCO,1.435278,1.1
KMDW,1.435278,0.7
KMIA,1.435278,0.2
KMSP,1.435278,0.2
KORD,1.435278,0.8
KPHL,1.435278,0.3
KPHX,1.435278,1.0
KSFO,1.435278,0.9
KSMF,1.435278,0.5
KSTL,1.435278,0.5
KATL,1.451944,1.5
KBNA,1.451944,0.2
KBOS,1.451944,0.5
KCID,1.451944,0.3
KCLE,1.451944,0.3
KCLT,1.451944,1.4
KDAL,1.451944,0.2
KDEN,1.451944,0.2
KDFW,1.451944,0.8
KEWR,1.451944,0.8
KIAD,1.451944,1.7
KIAH,1.451944,1.0
KIND,1.451944,0.5
KJFK,1.451944,0.7
KLAX,1.451944,0.8
KLGA,1.451944,0.5
KMCO,1.451944,0.3
KMDW,1.451944,0.2
KMEM,1.451944,0.3
KMIA,1.451944,0.8
KMSP,1.451944,0.2
KOAK,1.451944,0.3
KOKC,1.451944,0.3
KORD,1.451944,1.5
KPHL,1.451944,0.2
KPHX,1.451944,1.0
KRDU,1.451944,0.2
KSAN,1.451944,0.2
KSDF,1.451944,0.3
KSEA,1.451944,0.5
KSMF,1.451944,0.2
KATL,1.468611,1.2
KBNA,1.468611,0.2
KBOS,1.468611,0.3
KBWI,1.468611,0.3
KCLT,1.468611,0.8
KCMH,1.468611,0.5
KDEN,1.468611,0.8
KDFW,1.468611,0.4
KDTW,1.468611,1.5
KEWR,1.468611,0.4
KFLL,1.468611,0.5
KIAD,1.468611,0.7
KIAH,1.468611,0.5
KIND,1.468611,0.5
KJFK,1.468611,1.2
KLAX,1.468611,0.8
KLGA,1.468611,1.0
KMCI,1.468611,0.3
KMCO,1.468611,0.5
KMDW,1.468611,0.5
KMIA,1.468611,0.5
KMSP,1.468611,0.2
KOKC,1.468611,0.5
KORD,1.468611,1.5
KPHL,1.468611,0.3
KPHX,1.468611,0.5
KSEA,1.468611,0.5
KSFO,1.468611,0.9
KSNA,1.468611,0.3
KTPA,1.468611,0.3
KATL,1.485278,1.8
KBOS,1.485278,0.2
KBUR,1.485278,0.5
KBWI,1.485278,0.3
KCID,1.485278,0.3
KCLE,1.485278,0.8
KCLT,1.485278,0.7
KCMH,1.485278,0.5
KCVG,1.485278,0.5
KDCA,1.485278,0.3
KDEN,1.485278,0.7
KDFW,1.485278,0.5
KDTW,1.485278,0.5
KEWR,1.485278,0.8
KIAD,1.485278,1.3
KIAH,1.485278,1.0
KJFK,1.485278,1.6
KLGA,1.485278,0.7
KMCI,1.485278,0.5
KMCO,1.485278,0.3
KMDW,1.485278,0.5
KOAK,1.485278,0.2
KORD,1.485278,0.7
KPDX,1.485278,0.3
KPHL,1.485278,0.3
KPHX,1.485278,0.5
KSDF,1.485278,0.2
KSEA,1.485278,0.3
KSFO,1.485278,0.5
KSJC,1.485278,0.3
KSLC,1.485278,0.5
KSMF,1.485278,0.5
KSTL,1.485278,0.5
KTUL,1.485278,0.5
KABQ,1.501944,0.5
KATL,1.501944,1.1
KBNA,1.501944,1.0
KBWI,1.501944,0.2
KCID,1.501944,0.5
KCLE,1.501944,0.3
KCLT,1.501944,1.5
KDAL,1.501944,0.2
KDEN,1.501944,0.2
KDFW,1.501944,0.5
KDTW,1.501944,0.3
KELP,1.501944,0.3
KHOU,1.501944,0.2
KIAD,1.501944,1.0
KIAH,1.501944,1.0
KJFK,1.501944,0.4
KLAX,1.501944,1.3
KLGA,1.501944,0.2
KLIT,1.501944,0.2
KMCI,1.501944,0.2
KMCO,1.501944,0.8
KOAK,1.501944,0.3
KORD,1.501944,2.0
KPDX,1.501944,0.7
KPHL,1.501944,0.5
KPHX,1.501944,0.7
KPSP,1.501944,0.2
KRDU,1.501944,0.2
KRSW,1.501944,0.3
KSEA,1.501944,0.5
KSFO,1.501944,0.2
KSLC,1.501944,0.5
KTUL,1.501944,0.5
KABQ,1.518611,0.8
KATL,1.518611,1.6
KBOS,1.518611,0.8
KBWI,1.518611,0.8
KCLE,1.518611,0.7
KCLT,1.518611,0.7
KCVG,1.518611,0.3
KDAL,1.518611,0.5
KDCA,1.518611,0.2
KDEN,1.518611,0.8
KDFW,1.518611,1.8
KEWR,1.518611,1.1
KIAD,1.518611,0.7
KIAH,1.518611,1.3
KIND,1.518611,0.2
KJFK,1.518611,0.8
KLAX,1.518611,0.5
KLGA,1.518611,0.5
KLIT,1.518611,0.5
KMCI,1.518611,0.3
KMCO,1.518611,1.0
KMDW,1.518611,0.5
KMIA,1.518611,0.2
KMSY,1.518611,0.3
KOAK,1.518611,0.5
KORD,1.518611,1.7
KPHL,1.518611,0.5
KPHX,1.518611,1.2
KRSW,1.518611,0.2
KSFO,1.518611,1.0
KSLC,1.518611,0.5
KSMF,1.518611,0.3
KSTL,1.518611,0.8
KTPA,1.518611,0.8
KTUL,1.518611,0.3
KATL,1.535278,1.2
KCID,1.535278,0.2
KCLT,1.535278,1.6
KCMH,1.535278,0.3
KDAL,1.535278,0.8
KDCA,1.535278,0.8
KDFW,1.535278,1.0
KDTW,1.535278,0.3
KEWR,1.535278,0.2
KHOU,1.535278,0.2
KIAD,1.535278,1.5
KIND,1.535278,0.5
KJFK,1.535278,0.7
KLAX,1.535278,0.8
KLGA,1.535278,0.2
KMCI,1.535278,0.2
KMDW,1.535278,0.7
KMIA,1.535278,1.3
KMKE,1.535278,0.3
KMSP,1.535278,0.3
KORD,1.535278,0.8
KPBI,1.535278,0.3
KPHL,1.535278,0.5
KSAN,1.535278,0.5
KSFO,1.535278,0.8
KSTL,1.535278,0.5
KATL,1.551944,2.0
KBNA,1.551944,0.8
KBOS,1.551944,1.2
KBUR,1.551944,0.5
KBWI,1.551944,0.8
KCID,1.551944,0.2
KCLE,1.551944,0.5
KCLT,1.551944,1.0
KDAL,1.551944,0.2
KDCA,1.551944,0.3
KDEN,1.551944,1.0
KDFW,1.551944,0.6
KDTW,1.551944,0.2
KEWR,1.551944,1.3
KFLL,1.551944,0.3
KHOU,1.551944,0.3
KIAD,1.551944,1.2
KIAH,1.551944,1.5
KJFK,1.551944,0.5
KLAX,1.551944,0.3
KLGA,1.551944,0.7
KMCI,1.551944,0.5
KMEM,1.551944,0.3
KMIA,1.551944,0.2
KMSP,1.551944,0.5
KMSY,1.551944,0.5
KOAK,1.551944,0.5
KORD,1.551944,2.0
KPDX,1.551944,0.2
KPHX,1.551944,1.1
KRDU,1.551944,0.2
KSEA,1.551944,0.8
KSFO,1.551944,0.7
KSJC,1.551944,0.3
KSLC,1.551944,0.3
KSTL,1.551944,0.5
KATL,1.568611,0.8
KBOS,1.568611,0.7
KBUR,1.568611,0.3
KBWI,1.568611,0.2
KDCA,1.568611,0.2
KDEN,1.568611,0.7
KDFW,1.568611,1.8
KDSM,1.568611,0.2
KDTW,1.568611,0.3
KELP,1.568611,0.2
KEWR,1.568611,0.5
KIAH,1.568611,0.7
KJFK,1.568611,1.5
KLAX,1.568611,1.3
KLGA,1.568611,0.5
KMDW,1.568611,0.2
KMIA,1.568611,1.3
KMSP,1.568611,0.5
KOKC,1.568611,0.5
KORD,1.568611,1.5
KPHL,1.568611,0.3
KPHX,1.568611,0.7
KRDU,1.568611,0.3
KRSW,1.568611,0.5
KSEA,1.568611,0.3
KSFO,1.568611,0.2
KSLC,1.568611,0.7
KSTL,1.568611,0.7
KTUL,1.568611,0.2
KTUS,1.568611,0.2
KATL,1.585278,1.5
KBNA,1.585278,0.2
KBOS,1.585278,1.0
KBWI,1.585278,1.0
KCLE,1.585278,0.2
KCLT,1.585278,1.0
KCVG,1.585278,0.2
KDCA,1.585278,0.5
KDEN,1.585278,1.6
KDFW,1.585278,0.2
KDTW,1.585278,0.2
KEWR,1.585278,0.5
KFLL,1.585278,0.3
KHOU,1.585278,0.5
KIAD,1.585278,1.7
KIAH,1.585278,1.0
KJFK,1.585278,1.0
KLAX,1.585278,0.3
KLGA,1.585278,0.8
KMCI,1.585278,0.3
KMCO,1.585278,0.3
KMDW,1.585278,0.2
KMSP,1.585278,0.3
KOKC,1.585278,0.2
KORD,1.585278,0.2
KPBI,1.585278,0.2
KPDX,1.585278,0.5
KPHL,1.585278,0.2
KPHX,1.585278,1.0
KSAN,1.585278,0.7
KSDF,1.585278,0.5
KSEA,1.585278,0.2
KSFO,1.585278,1.3
KSJC,1.585278,0.5
KSLC,1.585278,0.5
KSMF,1.585278,0.7
KTUL,1.585278,0.5
KATL,1.601944,1.7
KBOS,1.601944,1.2
KBWI,1.601944,0.3
KCID,1.601944,0.5
KCLE,1.601944,0.2
KCLT,1.601944,0.3
KCMH,1.601944,0.6
KDAL,1.601944,0.3
KDCA,1.601944,0.5
KDEN,1.601944,0.2
KDFW,1.601944,1.1
KDTW,1.601944,0.5
KEWR,1.601944,0.5
KFLL,1.601944,0.5
KIAD,1.601944,0.8
KIAH,1.601944,0.5
KJFK,1.601944,0.5
KLAX,1.601944,0.7
KLGA,1.601944,0.7
KMCI,1.601944,0.3
KMCO,1.601944,0.2
KMDW,1.601944,0.8
KMIA,1.601944,0.3
KORD,1.601944,2.1
KPDX,1.601944,0.8
KPHX,1.601944,0.3
KPSP,1.601944,0.5
KRSW,1.601944,0.3
KSAN,1.601944,0.3
KSDF,1.601944,0.2
KSEA,1.601944,0.2
KSFO,1.601944,0.2
KSTL,1.601944,0.2
KTUL,1.601944,0.5
KATL,1.618611,1.2
KBOS,1.618611,0.3
KBWI,1.618611,0.2
KCLE,1.618611,0.5
KCLT,1.618611,0.3
KCMH,1.618611,0.5
KDAL,1.618611,0.3
KDCA,1.618611,0.5
KDEN,1.618611,1.5
KDFW,1.618611,0.5
KEWR,1.618611,0.5
KFLL,1.618611,0.3
KIAD,1.618611,1.0
KIAH,1.618611,0.5
KJFK,1.618611,0.6
KLAX,1.618611,0.3
KLGA,1.618611,0.3
KMCO,1.618611,0.3
KMDW,1.618611,0.5
KMEM,1.618611,0.3
KMIA,1.618611,0.2
KMKE,1.618611,0.2
KOKC,1.618611,0.5
KORD,1.618611,1.1
KPHL,1.618611,0.4
KPHX,1.618611,0.5
KRDU,1.618611,0.3
KSAN,1.618611,0.2
KSFO,1.618611,0.8
KSLC,1.618611,0.8
KSMF,1.618611,0.5
KTPA,1.618611,0.5
KXNA,1.618611,0.3
KABQ,1.635278,0.5
KATL,1.635278,1.8
KBNA,1.635278,0.5
KBOS,1.635278,0.5
KBWI,1.635278,0.7
KCLE,1.635278,0.5
KCLT,1.635278,0.2
KCMH,1.635278,0.2
KCOS,1.635278,0.3
KDAL,1.635278,0.5
KDCA,1.635278,0.5
KDEN,1.635278,0.9
KDFW,1.635278,0.5
KDTW,1.635278,0.7
KEWR,1.635278,1.3
KHOU,1.635278,0.7
KIAD,1.635278,1.5
KIAH,1.635278,0.2
KJFK,1.635278,0.5
KLAX,1.635278,0.7
KLGA,1.635278,0.9
KMCI,1.635278,0.3
KMCO,1.635278,1.2
KMSY,1.635278,0.3
KOAK,1.635278,0.5
KORD,1.635278,0.5
KPDX,1.635278,0.8
KPHL,1.635278,0.8
KPHX,1.635278,1.0
KSFO,1.635278,0.5
KSMF,1.635278,0.2
KSTL,1.635278,0.5
KTUS,1.635278,0.5
KATL,1.651944,1.4
KBOS,1.651944,0.9
KBWI,1.651944,0.8
KCLE,1.651944,0.5
KCLT,1.651944,1.2
KCMH,1.651944,0.7
KDCA,1.651944,0.5
KDEN,1.651944,1.6
KDFW,1.651944,1.2
KDSM,1.651944,0.3
KDTW,1.651944,0.5
KEWR,1.651944,0.2
KIAD,1.651944,0.3
KIAH,1.651944,0.3
KJFK,1.651944,0.7
KLAX,1.651944,0.2
KLGA,1.651944,0.8
KMCO,1.651944,0.3
KOAK,1.651944,0.2
KORD,1.651944,0.6
KPHL,1.651944,0.7
KPHX,1.651944,0.3
KPSP,1.651944,0.3
KSEA,1.651944,0.7
KSFO,1.651944,1.0
KSJC,1.651944,0.7
KSLC,1.651944,0.2
KSMF,1.651944,0.8
KTUL,1.651944,0.3
KXNA,1.651944,0.5
KATL,1.668611,1.7
KBOS,1.668611,0.3
KBWI,1.668611,0.3
KCLE,1.668611,0.2
KCLT,1.668611,1.1
KDAL,1.668611,0.5
KDCA,1.668611,0.2
KDEN,1.668611,1.0
KDFW,1.668611,0.5
KEWR,1.668611,1.0
KFAT,1.668611,0.2
KFLL,1.668611,0.5
KHOU,1.668611,0.3
KIAD,1.668611,1.3
KIAH,1.668611,0.5
KJFK,1.668611,0.5
KLAX,1.668611,1.8
KLGA,1.668611,0.2
KMEM,1.668611,0.2
KMIA,1.668611,1.3
KORD,1.668611,0.9
KPDX,1.668611,1.2
KPHX,1.668611,0.2
KRDU,1.668611,0.3
KSAN,1.668611,0.8
KSDF,1.668611,0.7
KSLC,1.668611,0.7
KSMF,1.668611,0.2
KTUS,1.668611,0.3
KATL,1.685278,1.0
KBOS,1.685278,1.2
KBUR,1.685278,0.3
KCLE,1.685278,0.5
KCLT,1.685278,1.8
KCMH,1.685278,0.7
KDCA,1.685278,0.7
KDEN,1.685278,0.9
KDFW,1.685278,0.6
KDTW,1.685278,0.2
KEWR,1.685278,0.5
KFLL,1.685278,0.5
KIAD,1.685278,0.9
KIAH,1.685278,0.5
KJFK,1.685278,1.0
KLAX,1.685278,0.3
KLGA,1.685278,1.0
KMDW,1.685278,0.3
KMKE,1.685278,0.2
KOAK,1.685278,0.3
KORD,1.685278,2.4
KPHL,1.685278,0.7
KPHX,1.685278,0.8
KPSP,1.685278,0.5
KSEA,1.685278,0.2
KSFO,1.685278,1.0
KSMF,1.685278,0.2
KTPA,1.685278,0.5
KTUS,1.685278,0.2
KXNA,1.685278,0.2
KATL,1.701944,0.7
KBOS,1.701944,0.6
KBUR,1.701944,0.2
KBWI,1.701944,0.7
KCLE,1.701944,0.5
KCLT,1.701944,0.3
KCMH,1.701944,0.5
KCVG,1.701944,0.3
KDCA,1.701944,0.3
KDEN,1.701944,2.0
KDFW,1.701944,0.3
KEWR,1.701944,1.0
KHOU,1.701944,0.3
KIAD,1.701944,1.7
KIAH,1.701944,0.3
KIND,1.701944,0.5
KJFK,1.701944,1.6
KLAX,1.701944,1.2
KMCO,1.701944,0.2
KMDW,1.701944,0.3
KMIA,1.701944,0.5
KMSP,1.701944,0.2
KOAK,1.701944,0.2
KORD,1.701944,0.3
KPHX,1.701944,0.8
KRDU,1.701944,0.3
KSAN,1.701944,0.2
KSDF,1.701944,0.3
KSEA,1.701944,0.8
KSFO,1.701944,0.5
KSJC,1.701944,0.2
KSMF,1.701944,0.3
KSTL,1.701944,0.2
KTPA,1.701944,0.3
KATL,1.718611,1.5
KBNA,1.718611,0.3
KBOS,1.718611,0.8
KBUR,1.718611,0.3
KBWI,1.718611,1.0
KCLE,1.718611,0.2
KCLT,1.718611,0.9
KCMH,1.718611,0.2
KDAL,1.718611,0.2
KDCA,1.718611,0.5
KDEN,1.718611,0.5
KDFW,1.718611,1.3
KDTW,1.718611,0.3
KEWR,1.718611,0.5
KHOU,1.718611,0.2
KIAD,1.718611,0.6
KIAH,1.718611,0.5
KIND,1.718611,0.6
KJFK,1.718611,0.4
KLGA,1.718611,0.2
KLIT,1.718611,0.3
KMCI,1.718611,0.3
KMDW,1.718611,0.7
KMIA,1.718611,0.5
KMSP,1.718611,0.2
KORD,1.718611,1.5
KPDX,1.718611,0.5
KPHL,1.718611,0.7
KPHX,1.718611,0.5
KPSP,1.718611,0.3
KSEA,1.718611,0.5
KSFO,1.718611,0.7
KSMF,1.718611,0.5
KSTL,1.718611,0.2
KABQ,1.735278,0.3
KATL,1.735278,1.0
KBUR,1.735278,0.7
KBWI,1.735278,0.5
KCLE,1.735278,0.2
KCLT,1.735278,1.0
KDAL,1.735278,0.3
KDCA,1.735278,0.2
KDEN,1.735278,1.4
KDFW,1.735278,0.5
KDTW,1.735278,0.5
KEWR,1.735278,2.0
KIAD,1.735278,1.2
KIAH,1.735278,0.5
KIND,1.735278,0.5
KJFK,1.735278,0.3
KLAX,1.735278,0.5
KLGA,1.735278,0.8
KMCO,1.735278,0.5
KMIA,1.735278,0.3
KMKE,1.735278,0.3
KMSY,1.735278,0.3
KOAK,1.735278,0.5
KORD,1.735278,1.5
KPBI,1.735278,0.3
KPDX,1.735278,0.2
KPHL,1.735278,0.5
KPHX,1.735278,0.3
KPSP,1.735278,0.2
KSAN,1.735278,0.3
KSEA,1.735278,0.3
KSFO,1.735278,0.5
KSJC,1.735278,0.3
KSNA,1.735278,0.5
KATL,1.751944,1.2
KBOS,1.751944,1.5
KCLT,1.751944,0.3
KDAL,1.751944,0.3
KDCA,1.751944,1.0
KDEN,1.751944,0.2
KDFW,1.751944,0.7
KEWR,1.751944,0.3
KHOU,1.751944,0.5
KIAD,1.751944,1.7
KIAH,1.751944,0.4
KJFK,1.751944,2.0
KLAX,1.751944,0.3
KLGA,1.751944,1.0
KMDW,1.751944,0.2
KMIA,1.751944,0.2
KMSP,1.751944,0.2
KMSY,1.751944,0.2
KOKC,1.751944,0.2
KORD,1.751944,1.0
KPDX,1.751944,0.7
KPHX,1.751944,0.5
KRDU,1.751944,0.5
KSDF,1.751944,0.3
KSEA,1.751944,0.5
KSFO,1.751944,0.5
KSLC,1.751944,0.7
KSMF,1.751944,0.2
KSNA,1.751944,0.5
KSTL,1.751944,0.5
KTPA,1.751944,0.2
KTUS,1.751944,0.3
KATL,1.768611,1.3
KBNA,1.768611,0.5
KBOS,1.768611,0.5
KBUR,1.768611,0.2
KBWI,1.768611,0.8
KCID,1.768611,0.2
KCLE,1.768611,0.5
KCLT,1.768611,1.2
KCVG,1.768611,0.2
KDCA,1.768611,0.7
KDEN,1.768611,0.8
KDTW,1.768611,0.5
KEWR,1.768611,0.7
KHOU,1.768611,0.3
KIAD,1.768611,1.0
KIAH,1.768611,0.7
KJFK,1.768611,0.5
KLAX,1.768611,0.4
KLGA,1.768611,0.3
KMCI,1.768611,0.3
KMCO,1.768611,0.3
KMEM,1.768611,0.2
KMIA,1.768611,1.0
KMSP,1.768611,0.5
KORD,1.768611,0.5
KPBI,1.768611,0.3
KPHL,1.768611,0.7
KPHX,1.768611,0.5
KSDF,1.768611,0.5
KSEA,1.768611,0.3
KSFO,1.768611,0.2
KSJC,1.768611,0.2
KSLC,1.768611,0.3
KSMF,1.768611,0.3
KTPA,1.768611,0.5
KATL,1.785278,0.7
KBOS,1.785278,1.7
KCLE,1.785278,0.2
KCLT,1.785278,0.7
KCMH,1.785278,0.2
KDAL,1.785278,0.3
KDEN,1.785278,0.4
KDFW,1.785278,0.5
KDTW,1.785278,0.7
KFLL,1.785278,0.5
KHOU,1.785278,0.2
KIAD,1.785278,1.8
KIAH,1.785278,0.3
KJFK,1.785278,0.7
KLAX,1.785278,1.7
KLGA,1.785278,0.2
KMIA,1.785278,0.5
KMKE,1.785278,0.5
KORD,1.785278,2.1
KPDX,1.785278,0.3
KPHX,1.785278,0.4
KSAN,1.785278,0.5
KSFO,1.785278,1.0
KSLC,1.785278,0.5
KSTL,1.785278,0.5
KATL,1.801944,1.8
KBNA,1.801944,0.5
KBOS,1.801944,1.8
KBUR,1.801944,0.2
KBWI,1.801944,0.3
KCLE,1.801944,0.5
KCLT,1.801944,1.3
KDCA,1.801944,1.0
KDFW,1.801944,1.5
KEWR,1.801944,1.0
KFLL,1.801944,0.5
KHOU,1.801944,0.5
KIAD,1.801944,0.2
KIND,1.801944,0.2
KJFK,1.801944,1.0
KLAX,1.801944,0.8
KLGA,1.801944,1.0
KMCI,1.801944,0.5
KMDW,1.801944,0.3
KMIA,1.801944,1.1
KMSY,1.801944,0.3
KORD,1.801944,1.8
KPHL,1.801944,0.2
KPHX,1.801944,0.3
KRDU,1.801944,0.3
KSEA,1.801944,0.8
KSFO,1.801944,0.5
KSLC,1.801944,0.5
KSTL,1.801944,0.3
KTUL,1.801944,0.3
KATL,1.818611,1.3
KBOS,1.818611,1.5
KBUR,1.818611,0.5
KBWI,1.818611,0.5
KCLE,1.818611,0.7
KCLT,1.818611,0.3
KCMH,1.818611,0.3
KCVG,1.818611,0.8
KDAL,1.818611,0.3
KDEN,1.818611,2.2
KDFW,1.818611,0.5
KDTW,1.818611,0.8
KEWR,1.818611,0.3
KFLL,1.818611,0.2
KHOU,1.818611,0.6
KIAD,1.818611,2.0
KIAH,1.818611,0.4
KJFK,1.818611,1.0
KLAX,1.818611,0.7
KLGA,1.818611,0.5
KLGB,1.818611,0.7
KMKE,1.818611,0.3
KMSP,1.818611,0.7
KOAK,1.818611,0.2
KORD,1.818611,0.5
KPDX,1.818611,0.3
KPHL,1.818611,0.8
KPHX,1.818611,0.5
KSAN,1.818611,0.3
KSEA,1.818611,0.3
KSFO,1.818611,0.2
KSLC,1.818611,1.5
KSNA,1.818611,0.3
KTPA,1.818611,0.2
KATL,1.835278,0.8
KBOS,1.835278,1.3
KBWI,1.835278,0.5
KCLE,1.835278,1.0
KCLT,1.835278,0.7
KDAL,1.835278,0.2
KDCA,1.835278,0.5
KDEN,1.835278,1.1
KDFW,1.835278,1.3
KDTW,1.835278,0.8
KFAT,1.835278,0.3
KFLL,1.835278,0.8
KIAD,1.835278,1.1
KIAH,1.835278,0.5
KIND,1.835278,0.5
KLAX,1.835278,0.8
KLGA,1.835278,1.0
KMIA,1.835278,0.2
KMKE,1.835278,0.2
KMSP,1.835278,0.2
KMSY,1.835278,0.3
KORD,1.835278,2.4
KPDX,1.835278,0.7
KPHL,1.835278,0.3
KRSW,1.835278,0.2
KSEA,1.835278,0.5
KSFO,1.835278,0.8
KSLC,1.835278,0.3
KATL,1.851944,1.0
KBOS,1.851944,0.4
KCLE,1.851944,0.2
KCLT,1.851944,1.0
KCVG,1.851944,0.5
KDCA,1.851944,0.5
KDEN,1.851944,1.0
KEWR,1.851944,0.2
KIAD,1.851944,1.2
KIAH,1.851944,0.5
KIND,1.851944,0.3
KJFK,1.851944,1.7
KLAX,1.851944,1.2
KLGA,1.851944,0.5
KMCO,1.851944,0.2
KMIA,1.851944,1.0
KMKE,1.851944,0.5
KMSP,1.851944,0.3
KOAK,1.851944,0.5
KORD,1.851944,0.8
KPHL,1.851944,0.7
KRDU,1.851944,0.5
KSDF,1.851944,0.3
KSEA,1.851944,0.8
KSFO,1.851944,0.3
KSLC,1.851944,0.8
KSNA,1.851944,0.5
KSTL,1.851944,0.2
KTPA,1.851944,0.3
KATL,1.868611,0.8
KBOS,1.868611,1.2
KCLE,1.868611,1.0
KCLT,1.868611,0.7
KCVG,1.868611,0.2
KDCA,1.868611,0.5
KDEN,1.868611,0.9
KDFW,1.868611,1.5
KDTW,1.868611,0.3
KEWR,1.868611,1.0
KHOU,1.868611,0.3
KIAD,1.868611,0.8
KIAH,1.868611,0.5
KJFK,1.868611,0.5
KLAX,1.868611,0.3
KLGA,1.868611,0.5
KMCI,1.868611,0.7
KMCO,1.868611,0.3
KMEM,1.868611,0.5
KMIA,1.868611,0.3
KMSP,1.868611,0.3
KORD,1.868611,1.2
KPHL,1.868611,0.5
KPHX,1.868611,0.5
KSAN,1.868611,0.2
KSFO,1.868611,1.2
KSLC,1.868611,1.7
KATL,1.885278,1.7
KBOS,1.885278,0.8
KCID,1.885278,0.3
KCVG,1.885278,0.5
KDCA,1.885278,0.7
KDEN,1.885278,1.0
KDFW,1.885278,1.2
KDTW,1.885278,0.7
KEWR,1.885278,0.8
KFLL,1.885278,0.2
KHOU,1.885278,0.7
KIAD,1.885278,1.2
KIAH,1.885278,0.7
KIND,1.885278,0.2
KJFK,1.885278,0.5
KLAX,1.885278,0.9
KLGA,1.885278,1.0
KMCO,1.885278,0.2
KMDW,1.885278,0.2
KMIA,1.885278,0.7
KMSP,1.885278,0.3
KOAK,1.885278,0.3
KOKC,1.885278,0.5
KORD,1.885278,2.6
KPHL,1.885278,0.3
KPHX,1.885278,0.2
KSAN,1.885278,0.5
KSDF,1.885278,0.5
KSEA,1.885278,0.7
KSFO,1.885278,0.3
KSLC,1.885278,0.5
KSMF,1.885278,0.2
KSNA,1.885278,0.5
KTUS,1.885278,0.5
KATL,1.901944,2.7
KBNA,1.901944,1.1
KBOS,1.901944,0.5
KCLE,1.901944,0.3
KDCA,1.901944,0.5
KDEN,1.901944,0.5
KDFW,1.901944,1.8
KDTW,1.901944,0.5
KELP,1.901944,0.3
KEWR,1.901944,0.2
KFLL,1.901944,0.3
KIAD,1.901944,1.5
KIAH,1.901944,0.2
KIND,1.901944,0.5
KJFK,1.901944,0.5
KLAX,1.901944,0.5
KLGA,1.901944,0.3
KLGB,1.901944,0.3
KLIT,1.901944,0.5
KMCI,1.901944,0.2
KMDW,1.901944,0.2
KMEM,1.901944,0.2
KMIA,1.901944,0.3
KMSP,1.901944,0.3
KORD,1.901944,0.7
KPHL,1.901944,0.2
KPHX,1.901944,1.2
KSEA,1.901944,0.8
KSFO,1.901944,0.2
KSLC,1.901944,0.5
KSNA,1.901944,0.6
KTPA,1.901944,0.8
KABQ,1.918611,0.3
KATL,1.918611,0.5
KBNA,1.918611,0.2
KBOS,1.918611,0.3
KBWI,1.918611,0.5
KCLE,1.918611,0.2
KCLT,1.918611,0.2
KDCA,1.918611,0.5
KDEN,1.918611,0.3
KDFW,1.918611,0.8
KDTW,1.918611,0.8
KELP,1.918611,0.2
KEWR,1.918611,1.0
KFAT,1.918611,0.5
KHOU,1.918611,0.7
KIAD,1.918611,0.5
KIAH,1.918611,0.7
KJFK,1.918611,1.3
KLAX,1.918611,0.4
KLGA,1.918611,0.7
KMCO,1.918611,0.2
KMEM,1.918611,0.3
KMIA,1.918611,0.2
KMSP,1.918611,0.8
KMSY,1.918611,0.5
KORD,1.918611,1.0
KPHL,1.918611,0.9
KRDU,1.918611,0.5
KSDF,1.918611,0.5
KSEA,1.918611,1.1
KSFO,1.918611,1.3
KSLC,1.918611,0.8
KSMF,1.918611,0.5
KTPA,1.918611,0.3
KXNA,1.918611,0.8
KATL,1.935278,1.7
KBOS,1.935278,0.7
KCLE,1.935278,1.0
KCLT,1.935278,0.5
KCOS,1.935278,0.2
KDAL,1.935278,0.3
KDCA,1.935278,0.5
KDEN,1.935278,1.3
KDFW,1.935278,0.5
KDTW,1.935278,0.2
KELP,1.935278,0.2
KEWR,1.935278,0.7
KHOU,1.935278,0.8
KIAD,1.935278,1.3
KIAH,1.935278,0.8
KIND,1.935278,0.2
KJFK,1.935278,0.5
KLAX,1.935278,0.8
KLGA,1.935278,0.5
KMCO,1.935278,0.5
KMIA,1.935278,0.5
KMKE,1.935278,0.5
