airport,time,count
KSMF,1.685278,0.8
KSNA,1.685278,0.5
KTUL,1.685278,0.5
KXNA,1.685278,0.2
KATL,1.701944,1.4
KBOS,1.701944,0.7
KBWI,1.701944,0.5
KDCA,1.701944,0.3
KDEN,1.701944,0.3
KDFW,1.701944,0.9
KDTW,1.701944,1.6
KELP,1.701944,0.2
KEWR,1.701944,1.0
KIAH,1.701944,1.2
KJFK,1.701944,0.8
KLAX,1.701944,0.5
KLGA,1.701944,0.9
KLGB,1.701944,0.2
KMCO,1.701944,0.5
KMIA,1.701944,0.8
KMSP,1.701944,0.7
KMSY,1.701944,0.3
KOAK,1.701944,0.8
KORD,1.701944,1.4
KPHL,1.701944,0.8
KPHX,1.701944,0.7
KRDU,1.701944,0.5
KSAN,1.701944,1.0
KSDF,1.701944,0.2
KSEA,1.701944,1.0
KSJC,1.701944,0.2
KSLC,1.701944,0.2
KTPA,1.701944,0.3
KATL,1.718611,2.3
KBWI,1.718611,0.5
KCLT,1.718611,0.6
KCVG,1.718611,0.5
KDAL,1.718611,0.3
KDCA,1.718611,0.8
KDEN,1.718611,0.3
KDFW,1.718611,1.0
KDTW,1.718611,1.5
KEWR,1.718611,1.0
KIAH,1.718611,0.8
KIND,1.718611,0.2
KJFK,1.718611,0.9
KLAX,1.718611,0.7
KLGA,1.718611,0.5
KLIT,1.718611,0.3
KMCO,1.718611,0.9
KMEM,1.718611,0.5
KMIA,1.718611,0.5
KMKE,1.718611,0.5
KMSP,1.718611,1.2
KOKC,1.718611,0.5
KORD,1.718611,0.6
KPDX,1.718611,0.2
KPHL,1.718611,0.5
KPHX,1.718611,0.8
KRDU,1.718611,0.3
KSAN,1.718611,0.3
KSDF,1.718611,0.3
KSEA,1.718611,0.2
KSJC,1.718611,0.5
KSLC,1.718611,0.5
KATL,1.735278,0.3
KBOS,1.735278,0.5
KCLE,1.735278,0.5
KDAL,1.735278,0.2
KDFW,1.735278,2.0
KDSM,1.735278,0.2
KDTW,1.735278,2.3
KEWR,1.735278,0.4
KFAT,1.735278,0.5
KFLL,1.735278,0.2
KIAH,1.735278,1.0
KIND,1.735278,0.2
KJFK,1.735278,1.0
KLAX,1.735278,0.8
KLGA,1.735278,0.3
KMCI,1.735278,0.3
KMSP,1.735278,1.5
KOAK,1.735278,1.0
KONT,1.735278,0.3
KORD,1.735278,2.5
KPDX,1.735278,0.2
KPHL,1.735278,1.0
KPHX,1.735278,1.3
KRDU,1.735278,0.3
KSEA,1.735278,0.5
KSFO,1.735278,0.4
KSJC,1.735278,0.2
KSNA,1.735278,0.3
KSTL,1.735278,0.3
KTPA,1.735278,0.5
KATL,1.751944,1.2
KBOS,1.751944,1.1
KBWI,1.751944,0.5
KCLE,1.751944,0.3
KCLT,1.751944,0.3
KCMH,1.751944,0.2
KCVG,1.751944,0.5
KDAL,1.751944,0.3
KDCA,1.751944,0.8
KDEN,1.751944,0.5
KDFW,1.751944,1.3
KDTW,1.751944,1.2
KELP,1.751944,0.5
KEWR,1.751944,0.8
KFLL,1.751944,0.7
KIAH,1.751944,1.5
KIND,1.751944,0.2
KLAX,1.751944,1.5
KLGA,1.751944,0.4
KLIT,1.751944,0.5
KMEM,1.751944,0.2
KMIA,1.751944,0.5
KMSP,1.751944,0.8
KORD,1.751944,0.5
KPDX,1.751944,0.5
KPHL,1.751944,0.5
KPHX,1.751944,0.5
KRSW,1.751944,0.2
KSAN,1.751944,0.5
KSDF,1.751944,0.2
KSEA,1.751944,0.7
KSFO,1.751944,0.7
KSLC,1.751944,0.3
KTPA,1.751944,0.5
KTUL,1.751944,0.3
KATL,1.768611,2.6
KBOS,1.768611,1.0
KBWI,1.768611,0.5
KCLE,1.768611,0.3
KCLT,1.768611,0.2
KDAL,1.768611,0.2
KDCA,1.768611,0.5
KDFW,1.768611,0.3
KDTW,1.768611,1.5
KEWR,1.768611,0.2
KIAH,1.768611,0.3
KIND,1.768611,0.7
KJFK,1.768611,0.7
KLAX,1.768611,0.5
KLGA,1.768611,0.8
KMCI,1.768611,0.2
KMEM,1.768611,0.4
KMIA,1.768611,0.7
KMSP,1.768611,0.7
KORD,1.768611,0.8
KPBI,1.768611,0.5
KPHL,1.768611,1.0
KPHX,1.768611,0.5
KPSP,1.768611,0.3
KSAN,1.768611,0.5
KSLC,1.768611,1.3
KSMF,1.768611,0.2
KSNA,1.768611,0.2
KSTL,1.768611,0.3
KATL,1.785278,2.0
KBNA,1.785278,0.3
KBOS,1.785278,0.3
KCLE,1.785278,0.3
KCLT,1.785278,0.2
KCMH,1.785278,0.5
KCVG,1.785278,0.7
KDCA,1.785278,0.5
KDEN,1.785278,0.3
KDFW,1.785278,1.2
KEWR,1.785278,0.8
KFLL,1.785278,0.2
KHOU,1.785278,0.3
KIAD,1.785278,0.5
KIAH,1.785278,1.5
KJFK,1.785278,0.3
KLAX,1.785278,1.0
KLGA,1.785278,0.5
KMCO,1.785278,1.0
KMEM,1.785278,0.2
KMIA,1.785278,0.8
KMKE,1.785278,0.3
KMSY,1.785278,0.2
KOAK,1.785278,0.5
KORD,1.785278,0.4
KPBI,1.785278,0.8
KPDX,1.785278,0.5
KPHL,1.785278,0.2
KPHX,1.785278,0.5
KSAN,1.785278,0.2
KSEA,1.785278,0.2
KSFO,1.785278,0.7
KSJC,1.785278,0.2
KSLC,1.785278,0.5
KSMF,1.785278,0.3
KTPA,1.785278,0.5
KATL,1.801944,1.0
KBNA,1.801944,0.3
KBOS,1.801944,0.2
KBWI,1.801944,0.5
KCLE,1.801944,0.2
KDCA,1.801944,0.2
KDEN,1.801944,0.2
KDFW,1.801944,0.5
KDTW,1.801944,1.2
KEWR,1.801944,0.5
KFAT,1.801944,0.2
KIND,1.801944,0.3
KJFK,1.801944,1.0
KLAX,1.801944,1.5
KLGA,1.801944,0.5
KLGB,1.801944,0.3
KMCI,1.801944,0.2
KMCO,1.801944,0.5
KMEM,1.801944,0.5
KMIA,1.801944,0.2
KMKE,1.801944,0.7
KMSP,1.801944,0.8
KOAK,1.801944,0.5
KORD,1.801944,2.0
KPDX,1.801944,0.2
KPHL,1.801944,1.3
KSAN,1.801944,0.2
KSDF,1.801944,0.6
KSEA,1.801944,1.0
KSFO,1.801944,0.2
KSLC,1.801944,0.2
KSMF,1.801944,0.5
KTPA,1.801944,0.5
KATL,1.818611,1.8
KBNA,1.818611,1.0
KBWI,1.818611,0.7
KCLE,1.818611,0.5
KCLT,1.818611,0.3
KCMH,1.818611,0.5
KDAL,1.818611,0.2
KDCA,1.818611,0.7
KDEN,1.818611,1.4
KDFW,1.818611,1.0
KDTW,1.818611,2.0
KEWR,1.818611,0.5
KFLL,1.818611,0.3
KHOU,1.818611,1.2
KIAD,1.818611,0.8
KIAH,1.818611,0.8
KIND,1.818611,0.5
KJFK,1.818611,1.0
KLGA,1.818611,0.2
KLGB,1.818611,0.5
KMCI,1.818611,0.5
KMEM,1.818611,0.3
KMSP,1.818611,1.0
KMSY,1.818611,0.5
KORD,1.818611,1.0
KPDX,1.818611,0.5
KPHL,1.818611,0.2
KPHX,1.818611,0.2
KRDU,1.818611,0.3
KSAN,1.818611,0.5
KSFO,1.818611,0.5
KSJC,1.818611,0.8
KSLC,1.818611,0.3
KSTL,1.818611,0.3
KTPA,1.818611,0.2
KATL,1.835278,1.0
KBOS,1.835278,0.5
KBWI,1.835278,1.0
KCLE,1.835278,0.5
KCLT,1.835278,0.8
KCOS,1.835278,0.2
KDCA,1.835278,1.1
KDEN,1.835278,0.7
KDFW,1.835278,1.7
KDTW,1.835278,2.0
KEWR,1.835278,1.5
KFLL,1.835278,0.5
KHOU,1.835278,0.3
KIAH,1.835278,0.9
KIND,1.835278,0.3
KJFK,1.835278,0.2
KLAX,1.835278,0.9
KLGA,1.835278,0.5
KMDW,1.835278,0.8
KMEM,1.835278,1.0
KMIA,1.835278,0.5
KMSP,1.835278,1.3
KORD,1.835278,1.6
KPHL,1.835278,0.5
KPHX,1.835278,0.5
KRDU,1.835278,0.7
KRSW,1.835278,0.2
KSAN,1.835278,0.7
KSDF,1.835278,0.7
KSEA,1.835278,0.8
KSFO,1.835278,0.7
KSLC,1.835278,1.0
KATL,1.851944,1.8
KBOS,1.851944,2.2
KCLE,1.851944,0.7
KCVG,1.851944,0.5
KDCA,1.851944,0.5
KDFW,1.851944,0.8
KDTW,1.851944,1.7
KEWR,1.851944,0.5
KHOU,1.851944,0.3
KIAD,1.851944,0.7
KIAH,1.851944,0.5
KJFK,1.851944,0.8
KLAX,1.851944,1.1
KLGA,1.851944,1.3
KMCO,1.851944,0.5
KMIA,1.851944,0.5
KMSP,1.851944,0.5
KOAK,1.851944,0.2
KORD,1.851944,1.4
KPBI,1.851944,0.2
KPHL,1.851944,0.8
KPHX,1.851944,0.7
KRDU,1.851944,0.2
KSAN,1.851944,0.5
KSDF,1.851944,0.5
KSEA,1.851944,0.5
KSFO,1.851944,0.3
KSJC,1.851944,0.3
KSLC,1.851944,0.2
KTUL,1.851944,0.2
KATL,1.868611,1.9
KBNA,1.868611,0.3
KBOS,1.868611,0.8
KCLE,1.868611,0.8
KDCA,1.868611,0.5
KDEN,1.868611,0.5
KDFW,1.868611,1.0
KDTW,1.868611,1.3
KELP,1.868611,0.2
KEWR,1.868611,0.2
KFLL,1.868611,0.5
KLAX,1.868611,0.7
KLGA,1.868611,0.5
KMCO,1.868611,0.5
KMDW,1.868611,0.2
KMEM,1.868611,0.8
KMSP,1.868611,0.8
KOAK,1.868611,0.5
KORD,1.868611,0.5
KPHL,1.868611,0.7
KPHX,1.868611,1.0
KRDU,1.868611,0.5
KSAN,1.868611,0.5
KSEA,1.868611,0.3
KSLC,1.868611,0.2
KSNA,1.868611,0.2
KSTL,1.868611,0.5
KATL,1.885278,0.6
KBOS,1.885278,0.2
KCID,1.885278,0.2
KDEN,1.885278,0.8
KDFW,1.885278,0.7
KDTW,1.885278,1.1
KEWR,1.885278,1.3
KFLL,1.885278,0.8
KIAD,1.885278,0.2
KIAH,1.885278,0.9
KIND,1.885278,0.2
KJFK,1.885278,1.0
KLAX,1.885278,1.3
KLGA,1.885278,0.7
KMCO,1.885278,0.2
KMEM,1.885278,0.2
KMSP,1.885278,1.0
KORD,1.885278,0.7
KPDX,1.885278,0.2
KPHL,1.885278,1.8
KPHX,1.885278,0.7
KRDU,1.885278,0.2
KSAN,1.885278,0.3
KSEA,1.885278,1.0
KSFO,1.885278,1.0
KSJC,1.885278,0.2
KSLC,1.885278,0.7
KSMF,1.885278,0.3
KSTL,1.885278,0.8
KTUL,1.885278,0.2
KABQ,1.901944,0.3
KATL,1.901944,2.0
KBNA,1.901944,0.2
KBWI,1.901944,1.2
KCLE,1.901944,0.8
KCLT,1.901944,0.5
KCMH,1.901944,0.2
KDEN,1.901944,0.8
KDFW,1.901944,1.5
KDSM,1.901944,0.2
KDTW,1.901944,2.0
KEWR,1.901944,0.7
KIAD,1.901944,0.8
KIAH,1.901944,1.1
KJFK,1.901944,0.5
KLAX,1.901944,1.8
KLGA,1.901944,0.8
KLGB,1.901944,0.2
KMCO,1.901944,0.5
KMEM,1.901944,0.5
KMIA,1.901944,0.5
KMSP,1.901944,1.7
KOAK,1.901944,0.7
KOKC,1.901944,0.3
KORD,1.901944,1.0
KPBI,1.901944,0.5
KPDX,1.901944,0.8
KPHL,1.901944,0.2
KPSP,1.901944,0.5
KRDU,1.901944,0.3
KSDF,1.901944,0.5
KSEA,1.901944,0.7
KSFO,1.901944,0.3
KSLC,1.901944,1.2
KSMF,1.901944,0.5
KTPA,1.901944,0.8
KATL,1.918611,1.3
KBOS,1.918611,0.3
KBWI,1.918611,0.3
KCLE,1.918611,0.5
KCLT,1.918611,1.2
KDAL,1.918611,0.2
KDEN,1.918611,0.3
KDFW,1.918611,0.5
KDTW,1.918611,2.5
KEWR,1.918611,1.0
KIAD,1.918611,0.5
KIAH,1.918611,0.2
KIND,1.918611,0.2
KJFK,1.918611,0.8
KLAX,1.918611,0.9
KLGA,1.918611,0.2
KMCO,1.918611,0.3
KMDW,1.918611,0.5
KMEM,1.918611,0.2
KMIA,1.918611,0.7
KMKE,1.918611,0.2
KMSP,1.918611,0.5
KMSY,1.918611,0.5
KOAK,1.918611,0.2
KORD,1.918611,0.8
KPDX,1.918611,1.0
KPHL,1.918611,0.5
KPHX,1.918611,0.8
KRDU,1.918611,0.2
KRSW,1.918611,0.3
KSAN,1.918611,0.2
KSDF,1.918611,0.3
KSEA,1.918611,0.5
KSLC,1.918611,0.2
KSMF,1.918611,0.3
KTPA,1.918611,0.2
KATL,1.935278,1.7
KBNA,1.935278,0.8
KBOS,1.935278,0.8
KBWI,1.935278,0.2
KCLE,1.935278,0.2
KCLT,1.935278,0.3
KDCA,1.935278,0.8
KDEN,1.935278,1.5
KDFW,1.935278,0.9
KDSM,1.935278,0.3
KDTW,1.935278,2.3
KEWR,1.935278,0.7
KIAH,1.935278,1.2
KJFK,1.935278,0.7
KLAX,1.935278,0.5
KLGA,1.935278,0.2
KMEM,1.935278,0.3
KMIA,1.935278,0.3
KMSP,1.935278,1.3
KOKC,1.935278,0.2
KORD,1.935278,2.2
KPDX,1.935278,0.3
KPHL,1.935278,1.0
KPHX,1.935278,0.2
KRDU,1.935278,0.2
KSAN,1.935278,0.5
KSDF,1.935278,0.2
KSEA,1.935278,1.0
KSFO,1.935278,0.5
KSLC,1.935278,1.2
KSMF,1.935278,0.2
KSNA,1.935278,0.5
KSTL,1.935278,1.0
KATL,1.951944,1.0
KBNA,1.951944,0.7
KBWI,1.951944,0.2
KCLT,1.951944,0.5
KCVG,1.951944,0.5
KDCA,1.951944,0.8
KDEN,1.951944,0.5
KDFW,1.951944,0.3
KDTW,1.951944,1.2
KEWR,1.951944,0.8
KHOU,1.951944,0.2
KIAH,1.951944,0.2
KIND,1.951944,1.0
KJFK,1.951944,0.8
KLAX,1.951944,1.2
KLGA,1.951944,1.2
KMCI,1.951944,0.2
KMCO,1.951944,0.2
KMKE,1.951944,0.2
KMSP,1.951944,1.0
KORD,1.951944,0.7
KPHL,1.951944,0.9
KPHX,1.951944,0.5
KRDU,1.951944,0.5
KSAN,1.951944,0.5
KSDF,1.951944,0.2
KSFO,1.951944,0.4
KSLC,1.951944,0.8
KSNA,1.951944,0.8
KXNA,1.951944,0.3
KABQ,1.968611,0.5
KATL,1.968611,1.8
KBOS,1.968611,0.8
KBWI,1.968611,0.8
KCLE,1.968611,0.5
KDAL,1.968611,0.5
KDCA,1.968611,0.2
KDEN,1.968611,0.8
KDFW,1.968611,0.9
KDTW,1.968611,2.6
KELP,1.968611,0.2
KHOU,1.968611,0.5
KIAH,1.968611,1.0
KLAX,1.968611,0.9
KLGA,1.968611,0.5
KMCI,1.968611,0.5
KMDW,1.968611,0.5
KMEM,1.968611,0.3
KMKE,1.968611,0.5
KMSP,1.968611,0.8
KMSY,1.968611,0.5
KOAK,1.968611,0.2
KOKC,1.968611,0.3
KORD,1.968611,1.2
KPDX,1.968611,0.2
KPHL,1.968611,0.3
KRDU,1.968611,0.2
KSAN,1.968611,0.2
KSDF,1.968611,0.2
KSEA,1.968611,0.2
KSFO,1.968611,0.8
KSJC,1.968611,0.5
KSLC,1.968611,0.3
KSTL,1.968611,0.4
KTPA,1.968611,0.5
KATL,1.985278,2.3
KBNA,1.985278,0.5
KBOS,1.985278,0.8
KBUR,1.985278,0.5
KBWI,1.985278,0.5
KCLE,1.985278,0.3
KCLT,1.985278,0.2
KCVG,1.985278,0.5
KDAL,1.985278,0.8
KDCA,1.985278,0.3
KDEN,1.985278,0.8
KDFW,1.985278,0.5
KDSM,1.985278,0.3
KDTW,1.985278,2.5
KEWR,1.985278,0.2
KFLL,1.985278,0.2
KIAH,1.985278,0.3
KJFK,1.985278,0.3
KLAX,1.985278,0.9
KLIT,1.985278,0.7
KMCI,1.985278,0.8
KMDW,1.985278,0.3
KMKE,1.985278,0.6
KMSP,1.985278,1.0
KORD,1.985278,1.9
KPDX,1.985278,0.5
KPHL,1.985278,1.5
KPHX,1.985278,0.3
KSEA,1.985278,0.2
KSJC,1.985278,0.2
KSLC,1.985278,0.7
KSTL,1.985278,0.5
KTPA,1.985278,0.2
KATL,2.001944,0.9
KBOS,2.001944,0.2
KCLE,2.001944,0.3
KCVG,2.001944,0.8
KDAL,2.001944,0.2
KDCA,2.001944,0.3
KDEN,2.001944,0.7
KDFW,2.001944,1.3
KDSM,2.001944,0.2
KDTW,2.001944,1.8
KEWR,2.001944,1.5
KFLL,2.001944,0.5
KIAH,2.001944,0.5
KJFK,2.001944,1.0
KLAX,2.001944,0.7
KLGA,2.001944,1.3
KMCO,2.001944,0.2
KMEM,2.001944,0.3
KMIA,2.001944,0.8
KMSP,2.001944,0.3
KMSY,2.001944,0.3
KORD,2.001944,1.8
KPDX,2.001944,0.3
KPHL,2.001944,0.2
KPHX,2.001944,0.5
KRDU,2.001944,0.2
KSAN,2.001944,0.3
KSDF,2.001944,1.3
KSEA,2.001944,0.8
KSFO,2.001944,1.4
KSLC,2.001944,0.8
KSMF,2.001944,0.5
KSNA,2.001944,0.3
KSTL,2.001944,0.5
KABQ,2.018611,0.5
KATL,2.018611,1.0
KBNA,2.018611,0.5
KBOS,2.018611,0.8
KBWI,2.018611,0.8
KCID,2.018611,0.3
KCLE,2.018611,0.5
KCVG,2.018611,0.7
KDCA,2.018611,0.7
KDEN,2.018611,1.5
KDFW,2.018611,0.7
KDSM,2.018611,0.5
KDTW,2.018611,1.0
KEWR,2.018611,0.3
KHOU,2.018611,0.3
KIAD,2.018611,0.8
KIAH,2.018611,0.2
KJFK,2.018611,0.5
KLAX,2.018611,1.5
KLGA,2.018611,1.2
KLGB,2.018611,0.2
KLIT,2.018611,0.3
KMCO,2.018611,0.5
KMEM,2.018611,0.3
KMIA,2.018611,0.3
KMKE,2.018611,0.5
KMSP,2.018611,0.5
KOAK,2.018611,0.5
KORD,2.018611,0.5
KPHL,2.018611,0.6
KPHX,2.018611,0.5
KRSW,2.018611,0.5
KSFO,2.018611,0.5
KSLC,2.018611,0.2
KSTL,2.018611,0.3
KTPA,2.018611,0.5
KBOS,2.035278,1.5
KBWI,2.035278,0.5
KCLE,2.035278,1.0
KCLT,2.035278,0.2
KCOS,2.035278,1.0
KCVG,2.035278,0.5
KDAL,2.035278,0.5
KDEN,2.035278,1.0
KDFW,2.035278,1.8
KDTW,2.035278,2.0
KEWR,2.035278,0.5
KFLL,2.035278,0.3
KIAH,2.035278,1.3
KJFK,2.035278,0.5
KLAX,2.035278,0.2
KMCI,2.035278,1.0
KMCO,2.035278,0.7
KMDW,2.035278,0.8
KMEM,2.035278,0.2
KMKE,2.035278,0.3
KMSP,2.035278,1.3
KMSY,2.035278,0.3
KORD,2.035278,1.2
KPBI,2.035278,0.5
KPDX,2.035278,0.2
KPHL,2.035278,1.0
KPHX,2.035278,0.2
KRDU,2.035278,0.5
KSDF,2.035278,0.2
KSEA,2.035278,1.2
KSFO,2.035278,0.3
KSLC,2.035278,1.0
KSTL,2.035278,0.2
KABQ,2.051944,0.5
KATL,2.051944,1.0
KBNA,2.051944,0.2
KBOS,2.051944,0.7
KBUR,2.051944,0.5
KCLT,2.051944,0.7
KCMH,2.051944,0.3
KCVG,2.051944,0.8
KDAL,2.051944,0.3
KDCA,2.051944,0.8
KDEN,2.051944,1.0
KDFW,2.051944,1.0
KDTW,2.051944,1.0
KEWR,2.051944,0.7
KHOU,2.051944,0.3
KIAD,2.051944,0.8
KIAH,2.051944,1.0
KJFK,2.051944,0.5
KLAX,2.051944,1.3
KLGA,2.051944,0.4
KMEM,2.051944,0.3
KMIA,2.051944,0.3
KMSP,2.051944,1.0
KMSY,2.051944,0.2
KOAK,2.051944,0.5
KORD,2.051944,1.9
KPHL,2.051944,1.7
KSEA,2.051944,1.0
KSFO,2.051944,1.1
KSJC,2.051944,0.7
KSLC,2.051944,2.0
KSTL,2.051944,1.0
KATL,2.068611,1.5
KBWI,2.068611,0.8
KCLT,2.068611,0.8
KCVG,2.068611,0.7
KDAL,2.068611,0.5
KDEN,2.068611,0.8
KDFW,2.068611,0.8
KDTW,2.068611,0.5
KELP,2.068611,0.5
KEWR,2.068611,0.7
KHOU,2.068611,0.5
KIAD,2.068611,0.2
KIAH,2.068611,0.4
KJFK,2.068611,0.7
KLAX,2.068611,1.4
KLGA,2.068611,0.8
KMCO,2.068611,0.2
KMDW,2.068611,0.6
KMEM,2.068611,0.3
KMIA,2.068611,0.5
KMSP,2.068611,1.1
KOKC,2.068611,0.5
KORD,2.068611,1.5
KPDX,2.068611,0.2
KPHL,2.068611,0.3
KRDU,2.068611,0.3
KSEA,2.068611,0.2
KSFO,2.068611,0.5
KSJC,2.068611,0.3
KSLC,2.068611,1.2
KSNA,2.068611,0.3
KSTL,2.068611,0.2
KATL,2.085278,1.2
KBOS,2.085278,0.5
KCLE,2.085278,1.0
KCLT,2.085278,0.2
KCMH,2.085278,0.3
KCVG,2.085278,0.6
KDAL,2.085278,0.7
KDCA,2.085278,1.0
KDEN,2.085278,1.4
KDFW,2.085278,0.9
KDSM,2.085278,0.2
KDTW,2.085278,1.8
KEWR,2.085278,0.5
KFAT,2.085278,0.5
KIAH,2.085278,1.0
KJFK,2.085278,0.5
KLAX,2.085278,0.8
KMCO,2.085278,0.5
KMDW,2.085278,0.7
KMEM,2.085278,0.3
KMKE,2.085278,0.2
KMSY,2.085278,0.2
KOAK,2.085278,0.5
KORD,2.085278,1.9
KPHL,2.085278,0.8
KSDF,2.085278,0.6
KSEA,2.085278,1.1
KSFO,2.085278,0.3
KSLC,2.085278,0.2
KTUL,2.085278,0.5
KATL,2.101944,0.5
KBNA,2.101944,0.5
KBOS,2.101944,1.8
KCLE,2.101944,0.5
KCVG,2.101944,0.8
KDEN,2.101944,1.7
KDFW,2.101944,0.5
KDTW,2.101944,0.4
KEWR,2.101944,1.0
KFLL,2.101944,0.5
KHOU,2.101944,0.5
KIAD,2.101944,0.5
KIAH,2.101944,0.8
KIND,2.101944,0.6
KJFK,2.101944,0.5
KLAX,2.101944,2.0
KLGA,2.101944,1.0
KMCO,2.101944,0.5
KMDW,2.101944,0.5
KMIA,2.101944,0.7
KMKE,2.101944,0.5
KMSP,2.101944,0.7
KMSY,2.101944,0.2
KOAK,2.101944,0.3
KONT,2.101944,0.5
KORD,2.101944,0.7
KPHL,2.101944,1.0
KPHX,2.101944,0.2
KSEA,2.101944,0.3
KSFO,2.101944,2.0
KSLC,2.101944,0.2
KSNA,2.101944,0.2
KSTL,2.101944,0.3
KTPA,2.101944,0.2
KATL,2.118611,0.5
KBOS,2.118611,0.7
KCID,2.118611,0.2
KCLE,2.118611,0.5
KCLT,2.118611,1.3
KCMH,2.118611,0.7
KCVG,2.118611,0.8
KDAL,2.118611,0.7
KDCA,2.118611,0.3
KDEN,2.118611,0.8
KDFW,2.118611,0.3
KDTW,2.118611,2.0
KEWR,2.118611,0.3
KIAD,2.118611,0.7
KIAH,2.118611,0.2
KJFK,2.118611,0.5
KLAX,2.118611,0.8
KLGA,2.118611,0.3
KLIT,2.118611,0.5
KMDW,2.118611,1.0
KMEM,2.118611,0.3
KMIA,2.118611,0.7
KMSP,2.118611,0.5
KORD,2.118611,1.2
KPDX,2.118611,0.2
KPHL,2.118611,0.7
KPHX,2.118611,0.3
KPSP,2.118611,0.3
KSAN,2.118611,0.5
KSEA,2.118611,0.7
KSFO,2.118611,0.2
KSJC,2.118611,0.5
KSLC,2.118611,0.8
KSMF,2.118611,0.3
KTPA,2.118611,0.3
KABQ,2.135278,1.0
KATL,2.135278,0.3
KBNA,2.135278,0.2
KBOS,2.135278,0.3
KBWI,2.135278,0.2
KCLE,2.135278,0.2
KCLT,2.135278,0.5
KCVG,2.135278,0.8
KDCA,2.135278,0.5
KDEN,2.135278,1.0
KDFW,2.135278,0.2
KDTW,2.135278,1.0
KEWR,2.135278,1.4
KFAT,2.135278,0.2
KFLL,2.135278,0.2
KHOU,2.135278,0.7
KIAH,2.135278,0.2
KIND,2.135278,0.5
KJFK,2.135278,0.5
KLAX,2.135278,0.4
KLGB,2.135278,0.8
KLIT,2.135278,0.3
KMCI,2.135278,0.8
KMCO,2.135278,0.3
KMDW,2.135278,0.2
KMEM,2.135278,0.2
KMIA,2.135278,0.2
KMSP,2.135278,1.7
KMSY,2.135278,0.7
KOKC,2.135278,0.5
KORD,2.135278,1.3
KPBI,2.135278,0.2
KPDX,2.135278,0.2
KPHL,2.135278,1.5
KPHX,2.135278,0.2
KRDU,2.135278,0.5
KSDF,2.135278,0.2
KSFO,2.135278,1.3
KSLC,2.135278,1.3
KSTL,2.135278,0.5
KTUL,2.135278,0.2
KTUS,2.135278,0.3
KATL,2.151944,1.5
KBOS,2.151944,0.8
KBWI,2.151944,0.5
KCMH,2.151944,0.7
KCVG,2.151944,0.5
KDAL,2.151944,0.5
KDCA,2.151944,1.2
KDEN,2.151944,1.9
KDFW,2.151944,1.8
KDTW,2.151944,1.0
KEWR,2.151944,0.8
KFLL,2.151944,0.5
KHOU,2.151944,0.7
KIAH,2.151944,0.8
KJFK,2.151944,0.5
KLAX,2.151944,1.6
KLGA,2.151944,0.9
KMCO,2.151944,0.7
KMEM,2.151944,0.3
KMSP,2.151944,1.0
KORD,2.151944,0.4
KPHL,2.151944,0.8
KPHX,2.151944,0.3
KSAN,2.151944,0.5
KSDF,2.151944,0.2
KSEA,2.151944,1.0
KSJC,2.151944,0.5
KSLC,2.151944,1.5
KSNA,2.151944,0.8
KSTL,2.151944,0.5
KTPA,2.151944,0.5
KATL,2.168611,0.9
KBNA,2.168611,0.5
KCLE,2.168611,0.2
KCLT,2.168611,0.5
KCVG,2.168611,1.0
KDAL,2.168611,0.2
KDCA,2.168611,0.3
KDFW,2.168611,1.0
KDTW,2.168611,0.7
KELP,2.168611,0.5
KEWR,2.168611,0.5
KFLL,2.168611,0.2
KIAD,2.168611,0.7
KIAH,2.168611,0.3
KJFK,2.168611,0.7
KLAX,2.168611,0.7
KMCI,2.168611,0.5
KMCO,2.168611,0.3
KMIA,2.168611,0.5
KMSP,2.168611,1.3
KOKC,2.168611,0.2
KORD,2.168611,2.6
KPHL,2.168611,1.5
KSAN,2.168611,0.3
KSEA,2.168611,0.3
KSFO,2.168611,1.8
KSJC,2.168611,0.3
KSMF,2.168611,0.2
KSTL,2.168611,0.2
KTPA,2.168611,0.2
KATL,2.185278,1.3
KBNA,2.185278,0.5
KBUR,2.185278,0.3
KBWI,2.185278,0.7
KCID,2.185278,0.5
KCLT,2.185278,0.2
KCVG,2.185278,0.5
KDEN,2.185278,2.0
KDFW,2.185278,1.3
KDTW,2.185278,1.6
KEWR,2.185278,0.5
KIND,2.185278,0.2
KJFK,2.185278,0.2
KLAX,2.185278,1.1
KLGA,2.185278,1.0
KMCI,2.185278,0.3
KMDW,2.185278,0.5
KMEM,2.185278,1.1
KMIA,2.185278,0.2
KMSP,2.185278,1.2
KONT,2.185278,0.3
KORD,2.185278,1.6
KPDX,2.185278,0.5
KPHL,2.185278,1.0
KPHX,2.185278,0.7
KSDF,2.185278,0.2
KSEA,2.185278,0.5
KSFO,2.185278,0.8
KSJC,2.185278,0.5
KSLC,2.185278,0.8
KSMF,2.185278,0.5
KABQ,2.201944,0.2
KATL,2.201944,1.7
KBOS,2.201944,0.3
KCLE,2.201944,0.7
KCMH,2.201944,0.8
KCVG,2.201944,0.2
KDAL,2.201944,0.3
KDCA,2.201944,0.2
KDEN,2.201944,0.3
KDFW,2.201944,0.9
KDTW,2.201944,0.7
KEWR,2.201944,1.0
KHOU,2.201944,0.2
KIAH,2.201944,1.1
KIND,2.201944,0.3
KJFK,2.201944,0.3
KLAX,2.201944,0.2
KLGA,2.201944,0.2
KMCO,2.201944,0.5
KMDW,2.201944,0.8
